epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,-0.0031648218969090934,0.393969923327258,-0.003366222128176502,0.5585525466527553
1,-0.0034698128750495993,0.30250557803412403,-0.00346249825609821,0.39981416638703704
2,-0.0035037827374978328,0.2242390920783951,-0.0035270799925104,0.24562856292276714
3,-0.0035193827708989768,0.17066241973522658,-0.0035163986713980795,0.19450821253777928
4,-0.0035256539818374105,0.15528885093409864,-0.0035080657217105194,0.1964984178823026
5,-0.0035237423015034466,0.157873300634382,-0.002717980760522456,0.07317279099427551
6,-0.0035270361133375575,0.14878770995018453,-0.00351832394597169,0.18690802974120385
7,-0.003529782020686653,0.14569332083067102,-0.0035238740314672986,0.19960326666949113
8,-0.0035299436231094393,0.1433146329719937,-0.003518533018805259,0.2063080365796482
9,-0.003532697316443944,0.1372284282694372,-0.0035326705155073195,0.18397682484217806
10,-0.0035356783255829074,0.13027865153553017,-0.0035254853367778565,0.1556293106815546
11,-0.003536851441546476,0.13023783826115984,-0.00351760208955293,0.1251105882787291
12,-0.0035361349514214523,0.13046684384568663,-0.003547540805107413,0.14659418396091875
13,-0.0035381144723353086,0.12688889382658455,-0.00354082928179774,0.1606772280045155
14,-0.003539577753694278,0.12459651669750713,-0.0035402966635315167,0.16507622064495017
15,-0.0035407974972113715,0.12544766459123238,-0.0035355167471496874,0.13413258546672632
16,-0.0035411944533517204,0.12602242335538286,-0.0035268337843667803,0.1373989162320605
17,-0.0035440430270813486,0.12399836712705982,-0.00353095809255479,0.13122128851367215
18,-0.003543299489939953,0.12829834056939154,-0.003527600581641982,0.12580088517397126
19,-0.003548496794317679,0.12164903031590282,-0.003540691932073843,0.12322610182784541
20,-0.003546070767992121,0.1331341394192149,-0.0035410681850481457,0.12693349643465066
21,-0.003552652943427022,0.11999268188610539,-0.003533088183064132,0.13199085917732964
22,-0.0035523510339439744,0.12219761718892921,-0.003538511344231665,0.1306262449657469
23,-0.0035560597700360448,0.11875340078866402,-0.0035410704546422304,0.1329612489197554
24,-0.0035579296237888453,0.11772096986944636,-0.0035322055767688662,0.13097513039634062
25,-0.0035609728379137956,0.12166728087638656,-0.003536234981907973,0.12746711199661728
26,-0.0035645422802489564,0.11959983558982974,-0.0035202763628112313,0.13129450423330757
27,-0.0035693269143818344,0.11652119785360514,-0.0035182109270500547,0.11597142300724639
28,-0.0035747016903825805,0.11713962860173213,-0.003495336614039086,0.13088638603019748
29,-0.0035771011111310354,0.11927470434301445,-0.0035263853833332357,0.1360428459576272
30,-0.003581810976850117,0.11727044980668949,-0.0035080089906063686,0.1178811949306313
31,-0.0035910806710281766,0.11530524746162918,-0.003495074263699837,0.1281909886693765
32,-0.003593001581279107,0.11616824011636807,-0.003513949716125879,0.12485103232172355
33,-0.003599871731615969,0.11533355751915196,-0.0035221588592962874,0.1378317808334021
34,-0.0036048484296134823,0.1168245257526052,-0.003509254000321935,0.12121963537583462
35,-0.003612582803531616,0.11610976200320956,-0.0035055711213701182,0.1232722897696271
36,-0.003620333301738697,0.11389627204346052,-0.003493239521048963,0.11845220052071906
37,-0.003628377716705217,0.11280492834560095,-0.0034689624574118848,0.12132733497725573
38,-0.0036389890758265027,0.11244986835953356,-0.0034967228042492053,0.12796640518858943
39,-0.0036453234286847763,0.11192625604514847,-0.0034686992088914176,0.11671936517915113
40,-0.0036555361330195255,0.11055471274431958,-0.00339145200563234,0.11593433719322171
41,-0.003666709211162964,0.10971022522074571,-0.003439159326004995,0.11505225785830289
42,-0.0036807107053788983,0.10831016540386089,-0.003435301237956303,0.12270200602990182
43,-0.00368966122935146,0.10861080021724334,-0.003426552165401938,0.12255745195929026
44,-0.0037038101828191726,0.10867388888051527,-0.0034279054144499663,0.11829152553089264
45,-0.003713218217902963,0.10561761048031075,-0.0034319205151405185,0.11761708636741246
46,-0.003728367075008181,0.10597999530525969,-0.003406030283379503,0.1128798954221124
47,-0.0037442158628883592,0.10134292173481865,-0.0033770477307712757,0.1025300561908008
48,-0.0037563177062101857,0.10038457622459508,-0.0033704367818881494,0.10265158948009413
49,-0.0037671697143937225,0.10044456273496898,-0.003378287022004733,0.10577832408400112
50,-0.0037803847993376,0.09921458980564153,-0.003350354680445616,0.10228361256119144
51,-0.0037924198374913224,0.09919008980074222,-0.0033620181942635857,0.10031108820886281
52,-0.0038055604597238483,0.09711409907651572,-0.0033409910754642496,0.10005255665285567
53,-0.0038182197681015865,0.09518918107505553,-0.0033212621604439647,0.1035262757718477
54,-0.00383481258974,0.09426002118707776,-0.003346011701216275,0.09878175336372301
55,-0.003848025429405656,0.093840563204738,-0.003317318826602944,0.09198657387727602
56,-0.0038637256077781036,0.09172805971442063,-0.0033164466825459215,0.0958402145255594
57,-0.003880704452280239,0.09071427684727396,-0.003319883379429805,0.09518673983698635
58,-0.0038940372266802175,0.08859635927058411,-0.0032866368988108945,0.08979426242540338
59,-0.003906989456900332,0.08660455927334171,-0.003311522078069164,0.0892270008812664
60,-0.003921260668732739,0.08599400264210999,-0.0032929292226592456,0.0882481733078643
61,-0.0039398673306864805,0.08396169557541389,-0.003267141520833015,0.08493404125934736
62,-0.003950628853246814,0.08201274305407275,-0.003286568992172309,0.0815669053497945
63,-0.003959113202294351,0.07973340794427325,-0.003258216698153343,0.08088312378809975
64,-0.003970383955156018,0.07986279483286036,-0.0032656395084808736,0.0841684147575601
65,-0.0039816459522911485,0.07878608683275015,-0.0032347403707270743,0.0787975444442275
66,-0.0039905524075092335,0.07826495564430186,-0.003285732686033774,0.0816893545544647
67,-0.004002813247020792,0.0765837138589917,-0.0032667580396784847,0.08151252854701584
68,-0.0040109578277016415,0.07615766932638386,-0.0032335012877626463,0.07351983564695871
69,-0.004025805914413321,0.0737421372112313,-0.003232678607263672,0.07175187459161689
70,-0.0040418750126226645,0.07394512644627761,-0.0032229049414237475,0.07456463282507968
71,-0.0040550464073302,0.07267002755528254,-0.003228979592677206,0.06927087383527804
72,-0.004065280623491889,0.07075595861488766,-0.003232267707609168,0.07219916047539153
73,-0.004075592869417179,0.07179971539611739,-0.00319116412863173,0.06962537292843264
74,-0.004083322874132118,0.07041248933688658,-0.0031913652514091377,0.06845714254143266
75,-0.004095305787101041,0.06946203970514324,-0.0031910725789160784,0.06953187614162533
76,-0.004108621586261707,0.06858019989910404,-0.003196520056249843,0.06701336331084112
77,-0.004117875927851229,0.06803699005407145,-0.0031552345541068973,0.06366719270523401
78,-0.0041281805296442264,0.0682039023897728,-0.003162032772175903,0.06360451968365236
79,-0.0041394677781679485,0.06662554273520689,-0.003162215653244363,0.0617007400592886
80,-0.004157250150755362,0.06513997145203017,-0.0031701750715863435,0.0626780730268428
81,-0.004158859958883871,0.06520445354415731,-0.0031615493329904027,0.06210898506223639
82,-0.004170063245699772,0.06481562934517812,-0.003128960248348007,0.061335709890770605
83,-0.004174957480724508,0.06426480855190633,-0.0031379654773408708,0.05868260375078703
84,-0.004185278928435556,0.06315417684121465,-0.0031608724911129263,0.06108244310127776
