epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,-0.0027032351287828147,0.5208224417436395,-0.003057105900397873,0.7087900102440206
1,-0.00331072699469363,0.5025094667337632,-0.0034047811524774165,0.5167848216134056
2,-0.0034560712676451008,0.3530436754322481,-0.003470141187092035,0.37998882039508697
3,-0.0035038902241663603,0.2408977832905026,-0.003500361726683277,0.2693714135294795
4,-0.0035086703159759847,0.22062410257471715,-0.0035142363754484267,0.21187969136091564
5,-0.0035173423095522147,0.18510879526870958,-0.0034891866364355375,0.17328708515982652
6,-0.0035218516275745,0.17041143693439412,-0.0035083025577057232,0.1929319184152268
7,-0.0035276896326570063,0.15469169480189063,-0.0035224423502367838,0.1698145102265083
8,-0.003530274936805857,0.1482017109393882,-0.0034761123287822145,0.12175061012835754
9,-0.0035312424827693674,0.1456094668589578,-0.0035026066541599026,0.13539115017359446
10,-0.0035338625503818907,0.14517853231588693,-0.0035032743077310353,0.14593610242924998
11,-0.0035368044996984082,0.13771054033418725,-0.0035341918921005184,0.15132767557882348
12,-0.0035386417093534084,0.13617169468390314,-0.0035343812635493014,0.16476641877656042
13,-0.003536616687825155,0.13704791735607458,-0.003518468362467117,0.14393527877994491
14,-0.0035402805227521365,0.1344354955143616,-0.0035394357525105826,0.14051057038450276
15,-0.0035433063357992126,0.1283324641022593,-0.0035418660232806693,0.1589011522043639
16,-0.003543326514922753,0.1318438779592648,-0.0035271853845248663,0.13856754680409952
17,-0.0035452768598202397,0.1275187592045771,-0.003526267094068924,0.13846658206856605
18,-0.003546807533114333,0.12710210118875057,-0.0035469510612049053,0.13210495038258366
19,-0.0035481684163641766,0.12495782025510457,-0.0035260976965600438,0.1413414845282154
20,-0.0035497475417638606,0.12627704241212753,-0.0035232987143072373,0.14636304374415204
21,-0.0035533441267476536,0.12255417461031333,-0.0035172309652401843,0.1421650076259415
22,-0.0035558798533492507,0.1242933706992627,-0.003538336468300232,0.13294258923286645
23,-0.003557896696242744,0.11981533275158583,-0.003520054489155977,0.12835062422337776
24,-0.0035601409593300983,0.12349405987604337,-0.0035204994399639267,0.13522989096541552
25,-0.003562469402482606,0.12060842394100742,-0.003531967714497589,0.13102890225699737
26,-0.0035653597787637784,0.11922963247558133,-0.0035233952688216216,0.12321073989116534
27,-0.0035668364725445676,0.1179171445315787,-0.0035232163087578674,0.13300206145879073
28,-0.0035705414851724786,0.11782103957747846,-0.003521139101163684,0.1351591374129811
29,-0.003576397583650785,0.11501486693445757,-0.003508374056578846,0.13159811864684479
30,-0.003579744034486741,0.11655267664748961,-0.003521356901520256,0.12303091969747777
31,-0.003583312955376914,0.1153293712545403,-0.0035048965299037363,0.12688071576478424
32,-0.0035888398187705,0.11539616343083009,-0.00348053623239334,0.11512873385341289
33,-0.003590627331749935,0.1158668876510941,-0.003496637856264532,0.1253063682943518
34,-0.003594684112450777,0.11675788765777369,-0.00350369568910808,0.12435398970017464
35,-0.0036004436684810392,0.11363915080394403,-0.003500990743162306,0.11718942845053028
36,-0.0036108517122984216,0.11118814161413162,-0.0034623109619049,0.11870094556805885
37,-0.0036195334532161637,0.111543891972996,-0.003474693188129972,0.11628264442506427
38,-0.0036220830719713246,0.11168895265711959,-0.0034580454688225635,0.11794114236760984
39,-0.003629464808827831,0.11070565913412606,-0.0034583627329822777,0.116476064638133
40,-0.0036359778664900185,0.10957918857855645,-0.003466804479016496,0.1257367160545685
41,-0.003645368933896808,0.11296639581516563,-0.0034396693171746084,0.10984361859675516
42,-0.0036557659900312263,0.10875118211599091,-0.0034588368682612327,0.1224395753526205
43,-0.0036642554847970223,0.10733848598724928,-0.003416415659504702,0.10682102114996528
44,-0.0036763040407749963,0.10884856898128048,-0.0034507978074548905,0.11917187474985874
45,-0.003687192691814565,0.1055682000408637,-0.00343529064718712,0.11452609010240089
46,-0.0036969702048965125,0.10437742712012693,-0.003398667557659308,0.11752786097303303
47,-0.003707963332887236,0.10441917926252693,-0.0034042857422352654,0.10166842215684387
48,-0.0037165598362164554,0.10448425591209912,-0.0034235367244708844,0.11435688526214075
49,-0.003727449909068419,0.10189539271462811,-0.00342466545527611,0.12300477410173037
50,-0.0037402404199136713,0.10260713611388467,-0.0033826503173036695,0.10964577089636893
51,-0.0037513614758820403,0.10317894965661699,-0.0033556084846909375,0.10038690715597233
52,-0.003761102372640639,0.10098875520858053,-0.003365192136916501,0.10538687754694483
