epoch,cosine_proximity,loss,mean_squared_error,val_cosine_proximity,val_loss,val_mean_squared_error
57,-0.7126047613441312,-0.711891596174079,0.034607128235075627,-0.7168964230807231,-0.716175981739323,0.0345460921418132
58,-0.7125917186486679,-0.7115207568611428,0.03466046402298559,-0.7166599717136748,-0.7159795846935637,0.03457886967457583
59,-0.7126076411840501,-0.7119054919598224,0.034692291122429546,-0.7171013218104063,-0.7164366108118712,0.03462340490011075
60,-0.71260857770933,-0.7110711322763642,0.0347429499786195,-0.7166772152252722,-0.7158737446136999,0.034663899932407094
61,-0.7125992334494832,-0.7119155683464542,0.0347773969034437,-0.7169225214186694,-0.7162732480231311,0.03468976843180256
62,-0.7125974251176046,-0.7119118083890285,0.03481000780804042,-0.7167268096969373,-0.7160779535339123,0.034740983340053586
63,-0.712605979567979,-0.6827518487329381,0.03485828130387654,-0.7170294875173941,-0.6980240696936026,0.03475235168877369
64,-0.712602622670428,-0.7019465114572647,0.03487170414730125,-0.7167598160061925,-0.7107516678128332,0.03481793799875614
65,-0.712617859977662,-0.7083295971279783,0.0349252625126194,-0.716722931513393,-0.713637735495174,0.03484442081253884
66,-0.7125988833225206,-0.7101484382313599,0.034955442460698975,-0.7172076451536888,-0.7152235257384056,0.03487947964892546
67,-0.7125814261592519,-0.7108933755815815,0.035003039077039354,-0.7172392589914816,-0.7157846672403829,0.034901312572609325
68,-0.7126006111670399,-0.7113080316128244,0.03503759100825917,-0.7168305348901431,-0.7156932782678287,0.034953273479677145
69,-0.7126069069819344,-0.7115432224249909,0.03506399462572887,-0.7170307390424173,-0.7160486333104532,0.03499074038198991
70,-0.712601759035743,-0.71167604985652,0.03510628252575667,-0.7166689462237351,-0.7157904333643906,0.03502905595772691
71,-0.7125990141162768,-0.7117729951528998,0.03514109902957382,-0.7166656001690672,-0.7158987864140318,0.03505345414003139
72,-0.7125843669937599,-0.711834890641519,0.03517360485018967,-0.7168252166204273,-0.7160971458844959,0.03509244207136451
73,-0.7126185627239009,-0.7119069901040682,0.03521179114059501,-0.7168639893124659,-0.716188311059292,0.03511727237117015
74,-0.7126087849643998,-0.7119353719034085,0.03523102669113029,-0.7169054345094347,-0.7162661746942186,0.035151944257178803
75,-0.7126158321448253,-0.7119814964899798,0.03526791216444312,-0.7169875875223217,-0.7163783684480725,0.03517280696916856
76,-0.7126135845282485,-0.7120017992765737,0.03528543054816682,-0.7165716132189534,-0.7159747919108174,0.03521591833591806
77,-0.7126111625311803,-0.7120190219754151,0.035317277012769724,-0.7168605180966698,-0.7162608953702294,0.03522813181607147
78,-0.712613256175482,-0.7120373646625946,0.03535216998868469,-0.7168268071414765,-0.7162565695049103,0.035253459113271296
79,-0.712602823977495,-0.7120360078708885,0.03536318607500135,-0.7166679173751092,-0.7161182433409905,0.0352920297473971
80,-0.7126143605581009,-0.7120569563441125,0.03539548756781787,-0.7168711385488855,-0.7163346371412622,0.03531341143114177
81,-0.7126290228405961,-0.7120791749484134,0.03541175451970831,-0.7168881417442162,-0.716356408708175,0.03532515235471657
82,-0.7126115999754007,-0.7120813925134365,0.035443981757747586,-0.7170241237894326,-0.7165042520777016,0.03534888298225127
83,-0.7126239292124683,-0.7120960233160905,0.035465762999307766,-0.7168856566790734,-0.7163538044337426,0.03535570868987768
84,-0.7126191455083631,-0.7120972116609293,0.035475017378288246,-0.7167727237758692,-0.7162570243892725,0.035394857450241464
85,-0.7126181848411891,-0.7121103374223381,0.03550303333560852,-0.7168155534653864,-0.7163200600533686,0.03542284342405075
86,-0.7126267544227844,-0.7121212992945374,0.035520555691757015,-0.7166351611293346,-0.7161537344134837,0.03545085473899903
87,-0.7126233973526885,-0.7121227803903978,0.035548425617757506,-0.716719449903444,-0.7162405861873186,0.035455940533887634
88,-0.7126164027265354,-0.7121244902902572,0.035562735359460335,-0.7167419088214593,-0.7162545812457757,0.0354820625336272
89,-0.7126087433619298,-0.7121242159008788,0.0355866015162325,-0.7165072728083206,-0.7160282898829056,0.03549317294238445
90,-0.7126185731724475,-0.7121360689382455,0.03560050402613085,-0.7167521061755814,-0.7162719311572708,0.03551900156338291
91,-0.7126145709764923,-0.7121358579734622,0.03563122325491468,-0.7167502525660132,-0.716262030920658,0.03553547955208421
92,-0.7126284838633431,-0.7121519846629007,0.0356457795158158,-0.716963554774283,-0.7164820684537874,0.035549084937628546
93,-0.7126180117308193,-0.7121491360535918,0.03565966052111944,-0.7168430732576616,-0.716388647445894,0.03557457949011957
94,-0.7126277102347393,-0.7121594829233792,0.0356836188299987,-0.716766377908276,-0.7163142766776547,0.035588640487832376
95,-0.7126151433219937,-0.7121553756140865,0.03569393544902695,-0.7167806018106154,-0.7163445342294387,0.0356155306090063
96,-0.712616612694393,-0.7121651011500262,0.035718567210769936,-0.7168734115474303,-0.7164350789897521,0.03563162251800169
97,-0.7126128312024168,-0.7121631117611309,0.0357434738513673,-0.7167576097286213,-0.7163230918682088,0.035654015329635434
98,-0.7126239129549132,-0.7121787525356372,0.03575742592715774,-0.7167855759519226,-0.7163377066510803,0.03567037032445416
99,-0.7126231769171126,-0.7121811443805004,0.035769012159928226,-0.7170746571852054,-0.7166378743482913,0.035685179383101756
100,-0.7126246592830945,-0.7121833940053071,0.035797608107743004,-0.7167423481792858,-0.7163099760860852,0.035704509132742535
101,-0.712606163313819,-0.7121729043259349,0.035809312962671404,-0.7169653326919904,-0.7165407092026105,0.035713261486652444
102,-0.7126268015227236,-0.7121965249574388,0.035829464605107456,-0.7170042633233988,-0.7165695666490519,0.03573459765284866
103,-0.7126151343352851,-0.7121913142576598,0.03584441503712979,-0.7169065186929082,-0.7164981076669072,0.03575118672636415
104,-0.712618459470213,-0.712194134004057,0.03586602919241045,-0.7167320741844592,-0.716313887996715,0.03577586768030603
105,-0.7126133029351245,-0.7121970553314161,0.03587300346396809,-0.716848184420645,-0.7164434688826201,0.03579152761197038
106,-0.7126331640789079,-0.712216493246754,0.03589913362098559,-0.7168823974004875,-0.7164651648870598,0.03580266384976645
107,-0.7126300227089916,-0.7122159435813087,0.035910013600603946,-0.7169355932089423,-0.7165347519728278,0.03580668527907901
108,-0.7126251964965561,-0.7122191271144656,0.03591430024506004,-0.7169243675237454,-0.7165173274045743,0.03583271383387394
109,-0.7126332465361537,-0.712228383807823,0.03593470065636712,-0.7168152596688305,-0.7164194252228772,0.035845314388401946
110,-0.7126220248977484,-0.7122219210126922,0.03595028610899445,-0.716911878582365,-0.7165137791599102,0.035856814583286364
111,-0.7126322041258777,-0.7122225119307249,0.035966682990718764,-0.716888813698171,-0.7164950654147848,0.03586497687493409
112,-0.7126220610554711,-0.7122251688667186,0.03596711469333093,-0.7167032039286259,-0.7163133895517948,0.035889291151948326
113,-0.712635063356278,-0.7122373513352568,0.035990011384042654,-0.716953915987277,-0.7165680355170011,0.035891027600867015
114,-0.7126213795418292,-0.712235963677202,0.03599627337506267,-0.7169115359203515,-0.7165171319858727,0.03590267674806063
115,-0.7126318837293439,-0.7122399540586309,0.03600782176510252,-0.7168219916727366,-0.7164299719240489,0.035922606088835664
116,-0.712629307898995,-0.7122403535142363,0.03602460985113595,-0.716811925690357,-0.716433257382099,0.03594132869972075
117,-0.7126362932412791,-0.7122558710534076,0.036043326517500536,-0.7166843192190924,-0.7163098232359686,0.03594438301455957
118,-0.7126253331568357,-0.712246168480306,0.036045300782064735,-0.7169460850928179,-0.7165696221564165,0.03595270894672695
119,-0.7126272548794095,-0.7122522512790512,0.036053983419151045,-0.7168214337956889,-0.7164475934636576,0.035972467684301554
120,-0.7126371790335929,-0.7121911379647968,0.0360726683995791,-0.7168352231275501,-0.716432951379961,0.03598421734424818
121,-0.7126313049229981,-0.7122560841558293,0.03609526965374126,-0.7168960885270115,-0.7165329770310398,0.03597508441770042
122,-0.7126205412568521,-0.7122544804381266,0.0360919174565384,-0.716928791292497,-0.716576110609361,0.03599510210338446
123,-0.7126302309609871,-0.7122662970541604,0.03610557017457872,-0.716864679984522,-0.7164996015352727,0.03601066643364091
124,-0.7126219557264527,-0.7122608488608342,0.03611316732150416,-0.7169571370533337,-0.7165984363010754,0.03602233960383535
125,-0.7126320411381364,-0.7122702470696904,0.03612950874535063,-0.7168704683201013,-0.7165160591022668,0.03603424818434263
126,-0.7126323137397588,-0.7122749437441125,0.036141102013815325,-0.7167843072183225,-0.7164283482797239,0.0360461760112846
127,-0.7126327621693318,-0.7122754320890508,0.03615767735839322,-0.7168816573454226,-0.7165378577543582,0.03605318430935164
128,-0.712643445050958,-0.7122885832576822,0.036150954986975466,-0.7168742372572163,-0.7165276958524922,0.03606145880178329
129,-0.7126197837180515,-0.712274848250148,0.03616975574317125,-0.7168199176294932,-0.716492747734321,0.03607904965761515
130,-0.7126295117175475,-0.7122834086772827,0.03617994039927257,-0.71687830628776,-0.7165339106502477,0.03608643549848914
131,-0.712635901761078,-0.7122910307003164,0.036192936303639824,-0.7167894731554729,-0.7164473424944622,0.03610118729495019
132,-0.7126383811197085,-0.7122960884295387,0.03620469848298545,-0.7168923904944087,-0.7165468623686457,0.03610322068077438
133,-0.7126282783289284,-0.7122891413634442,0.036207940834450086,-0.7169286875666137,-0.7166047959269042,0.036115302581625805
134,-0.7126279949288769,-0.712294746313727,0.03622008668514608,-0.7168786996697897,-0.7165461653565878,0.03613062089446571
135,-0.712636277146683,-0.7123023379449102,0.036227321733015745,-0.716833818062342,-0.7164942504010566,0.03614328711330028
136,-0.7126412563009176,-0.7123053632592725,0.03623907958046824,-0.7168517807113106,-0.7165086963759835,0.03614747031240059
137,-0.7126364264650412,-0.7123036442624675,0.0362489868995508,-0.7168385609876575,-0.7165166959058704,0.03614822480229151
138,-0.7126260600353829,-0.7122994165935866,0.03625996930458205,-0.7168603878462884,-0.7165446024382683,0.036158980893351234
139,-0.7126352128280095,-0.7121525527954332,0.036266492554200794,-0.7169170791091863,-0.7165481263580267,0.03616486630212467
140,-0.7126286311447141,-0.7122975500613863,0.03627240333446125,-0.7169872489144592,-0.7166681852509765,0.03618165476223408
141,-0.712627227296205,-0.712309004592144,0.03628718796560296,-0.716927572804491,-0.7166058865366383,0.0361893500259359
142,-0.7126339443265223,-0.7123123592657842,0.036293541528787804,-0.7169435225675144,-0.7166237436482944,0.036202024307247525
143,-0.7126334075827658,-0.7123127081226251,0.03630823326492116,-0.7168733921823902,-0.7165732231913013,0.036208593029146086
144,-0.7126387625875179,-0.7123238246141427,0.03631375158093594,-0.7169481357599995,-0.7166408142115376,0.03621609007074415
145,-0.7126370945201882,-0.7123190472462662,0.03632037475466699,-0.716874989949156,-0.7165602178200972,0.036222311699097134
146,-0.7126331252131902,-0.7123201941180436,0.036324743259651425,-0.71693762533054,-0.7166278003869975,0.036232137216953224
147,-0.7126268477599389,-0.712319274219373,0.03634206784140809,-0.71684833442423,-0.7165570465252127,0.03624530662223158
148,-0.7126330391708467,-0.7123312498402389,0.03634783607419615,-0.7168373646249647,-0.7165335001458998,0.03625351780090163
149,-0.7126344517712119,-0.7123246656838013,0.03634940305992544,-0.7168709784099231,-0.7165660410472522,0.03625746335235846
150,-0.7126362950721712,-0.7123288702220922,0.03636958591679537,-0.7168303073401389,-0.7165268004889426,0.036264896632728805
151,-0.7126363210162,-0.7123322320132057,0.03636521795520726,-0.716803211422284,-0.716504413338025,0.03627439368888197
152,-0.7126345083083935,-0.7123294495460726,0.03637566547343569,-0.7168066501186139,-0.7165154814288861,0.03628277523354149
153,-0.7126362678628138,-0.712337779721749,0.03638611889353526,-0.7167991778871258,-0.7164985320588787,0.0362881849292132
154,-0.7126464533840356,-0.7123471944373917,0.03638883343463103,-0.7167999991545974,-0.7165019163260756,0.03629953321743374
155,-0.7126420962202775,-0.7123445956825482,0.036401165775408334,-0.7168867260260796,-0.7165986567778801,0.03630741111470545
156,-0.7126394339353949,-0.7123431430709596,0.03640844021651543,-0.7168070434575143,-0.7165190934186044,0.03630994840938862
157,-0.7126350471370663,-0.7123432851999509,0.036410548749097334,-0.7168942674369094,-0.7166073306769607,0.03631352365297277
158,-0.7126310216906984,-0.7123384071761445,0.03641585574984723,-0.7168191623929268,-0.7165272188428169,0.036331012588959356
159,-0.7126407749584228,-0.7123506729071376,0.036428480867407895,-0.7168926781234797,-0.7166038340148981,0.03633269150613359
160,-0.7126347635405054,-0.7123435318048225,0.03643733074384732,-0.7169567549711716,-0.7166667783743393,0.0363361088831285
161,-0.7126331739283406,-0.7123492545456931,0.03644295370229602,-0.7168072642793532,-0.7165249170770521,0.03634352488753247
162,-0.7126344467817912,-0.7123507753891667,0.03645128554380872,-0.7169514645198319,-0.7166694749453996,0.036351179509988396
163,-0.7126367690239968,-0.7123547754954126,0.03645166611863883,-0.7169174872845541,-0.7166502200573812,0.03635842639376044
164,-0.7126330308120095,-0.7123569119691695,0.03645923307741252,-0.7169243440182957,-0.7166553482564244,0.03636847182234962
165,-0.7126296853743094,-0.7123562853103974,0.03647236798339649,-0.7167943343843634,-0.7165249809946234,0.03638140000564662
166,-0.712638520698871,-0.7123624055609514,0.0364802725812023,-0.7169051093147736,-0.716637246041153,0.03638031754734375
167,-0.7126388140394205,-0.7123644815529608,0.03648686062618874,-0.716911630890994,-0.7166423967105435,0.03638138774076177
168,-0.7126496447679812,-0.7123704146307432,0.03648276808475443,-0.7168331411485217,-0.7165601518754504,0.036398911608757745
169,-0.7126466743132814,-0.7123667186347186,0.03649896046583505,-0.7168381396578638,-0.716566878919491,0.0364026726559128
170,-0.7126352583798383,-0.7123652594041195,0.03650065246566857,-0.7169207999140412,-0.7166537711054475,0.03640337998125643
171,-0.7126324906317357,-0.712364822515877,0.03651069361960947,-0.7168121797648594,-0.7165455085841343,0.03641549815921121
172,-0.7126304496088071,-0.7123655633465888,0.036511620174735145,-0.7169465971665858,-0.7166865421014308,0.03641941616454535
173,-0.7126424463041038,-0.712370492985257,0.03652613483017071,-0.7168607917518588,-0.7165942397804232,0.036427511400967706
174,-0.7126308086505846,-0.7123639292274498,0.036529302865149375,-0.71675999287931,-0.716507626813331,0.03643528764525647
175,-0.712641245042369,-0.7123806852021759,0.03653478796958406,-0.7168289442828354,-0.7165758033564743,0.03644215449281091
176,-0.712638791426465,-0.7123788434349482,0.03654014759949546,-0.7168724535170581,-0.7166065571967151,0.03644158468512999
177,-0.7126417086702637,-0.7123824055170315,0.03655143065636288,-0.7168809794396291,-0.716625454327477,0.036451783184873215
178,-0.7126416818970612,-0.7123821763056349,0.036552924711057116,-0.7168153401480397,-0.7165649410353383,0.0364530129053572
179,-0.7126365526384308,-0.7123802776321716,0.03655391248034708,-0.7168847692513086,-0.7166242969536402,0.03646117331549072
180,-0.7126376200724968,-0.7123809943785043,0.0365694610254606,-0.7169135161574428,-0.7166535803015773,0.03646479639212578
181,-0.7126445947313815,-0.7123886762602071,0.036564056679783775,-0.716907639493128,-0.7166612338916265,0.03646784073332198
182,-0.712639145910184,-0.7123870275993752,0.036575583748557766,-0.7168776698723198,-0.7166248865738274,0.03647738426934534
183,-0.7126419241547622,-0.7123859859272076,0.036576730301007554,-0.7168781021138176,-0.7166284182568535,0.03648186337294437
184,-0.712634423028123,-0.7123833552851252,0.03658689148023116,-0.7168760696903151,-0.716622690345375,0.036495854970278
185,-0.7126322343499762,-0.7123843587769615,0.036597420182588325,-0.7167835243790264,-0.7165391453354473,0.0364973939222037
186,-0.7126416932850185,-0.7123933611248957,0.03659519788366675,-0.7168548356865664,-0.7166047942017336,0.036502991049576085
187,-0.7126451636499513,-0.7123960463246872,0.036607000879744465,-0.71674655574103,-0.7164961566283286,0.03650880232183788
188,-0.712636558303652,-0.7123939960226824,0.03660538760677397,-0.7168260449179692,-0.716592037082581,0.03651154763705478
189,-0.7126522287942083,-0.7124030768593318,0.03661220516031743,-0.7168646706254713,-0.7166207088144056,0.03651068405977379
190,-0.7126489195429884,-0.7124005584384744,0.036616158458991674,-0.7168783845673766,-0.7166337075005736,0.036519562547915926
191,-0.7126498632815997,-0.71240322413591,0.036621069416389394,-0.716835385638622,-0.7165924967111623,0.03652399433062408
192,-0.7126535680582379,-0.7124108778161227,0.036625612237760015,-0.7168729521776246,-0.7166271426225709,0.03652484154034886
193,-0.7126411334633942,-0.7123999307060901,0.03662450556982106,-0.7168540132546045,-0.7166170251869776,0.03653456952406684
194,-0.7126446127431421,-0.7124020387818477,0.03663061799265231,-0.7168832625304221,-0.7166410292540549,0.03653515074752519
195,-0.7126459255838516,-0.712407932423556,0.03663755663131097,-0.7169424780629651,-0.7167043575070874,0.03653966531685827
196,-0.7126383151021484,-0.7124028776563529,0.036645860979186734,-0.716916356521474,-0.7166795472677814,0.036542241869955264
197,-0.7126437269604141,-0.7124050682708357,0.03664572544224577,-0.7168611850045007,-0.7166343893311303,0.036546867960786336
198,-0.7126450978528652,-0.7124117035820156,0.03664840908523981,-0.7168804927689985,-0.7166531606538251,0.03655158311085487
199,-0.7126443464825414,-0.7124114305106878,0.036655858427168724,-0.7169422990765136,-0.7167059666599792,0.03655965420297534
