epoch,cosine_proximity,loss,mean_squared_error,val_cosine_proximity,val_loss,val_mean_squared_error
0,-0.6841682598988434,0.062028904561397924,0.10283203100669984,-0.6988591521158922,-0.6265056102648485,0.0867956493766884
1,-0.7076891691556656,-0.6611259847055029,0.02418246150349892,-0.7034280410982593,-0.6753812543131336,0.017067206861766653
2,-0.7107375511529938,-0.6992561896587729,0.015737657728205064,-0.7170366909241711,-0.7138264443612133,0.015430457038904626
3,-0.7121291481516836,-0.7099390605583802,0.016393310762462546,-0.7169662961135207,-0.7153708585868178,0.016748332301243687
4,-0.7123456959816067,-0.7107790476948397,0.017250407657452137,-0.7157604365721453,-0.7146048813238848,0.01753461462150391
5,-0.7123910166723393,-0.7109483286388513,0.017927072483785007,-0.7172980427138195,-0.7151389836661205,0.01816137271155583
6,-0.7124172402381054,-0.7102009552579173,0.018484955252890813,-0.7164426321317422,-0.7139732713033425,0.018656194059100063
7,-0.7124656029081529,-0.711127737176959,0.018904337135403293,-0.717553526939428,-0.7166664906158806,0.01896701484120703
8,-0.7124264406147552,-0.7109998106697665,0.01929894253271867,-0.7167070351875294,-0.7156299196517933,0.019415880662595312
9,-0.7124252092583304,-0.7113007090748525,0.019693054950350626,-0.7170752561644431,-0.716269103343856,0.019783935815570322
10,-0.7124529607131497,-0.7117097554204164,0.02007244185066158,-0.7172023182149906,-0.7164205436941166,0.020145902447887682
11,-0.7124526989435068,-0.7117093251368055,0.02041202557943318,-0.7179726966900695,-0.7174159893078673,0.020462781417300836
12,-0.7124479641750259,-0.7120107949575684,0.02072266741059948,-0.717154081754505,-0.7168226799295538,0.020764449618045137
13,-0.7125053656191334,-0.7121907901288459,0.020994666428657188,-0.7172764903729628,-0.7169620162671279,0.021021207487251066
14,-0.7125007859732262,-0.7114902094231805,0.021220243911280745,-0.7170211394599136,-0.7159525473883804,0.021269074525258218
15,-0.7125007982143217,-0.7120668108381233,0.021456081695176467,-0.7170850804072904,-0.7157025506717252,0.021455569398978944
