epoch,loss,mean_squared_error
33,-0.004053265426776941,32.29191963922698
32,-0.004050696797104382,32.297292258139464
34,-0.004059921951850941,32.313725520819816
33,-0.0040542996568969656,32.30842553656489
35,-0.004064084621476226,32.317754537168526
34,-0.004067553970150109,32.3178542320937

36,-0.004066564334027428,32.32511931160081
35,-0.004073458913668217,32.319992050550056
37,-0.004072908881444369,32.33711684656019
36,-0.004074428291069449,32.33676155010974

38,-0.0040808316550657,32.33679425086083
37,-0.004080443033206927,32.351538566246575
39,-0.004083788187956941,32.35192078298587
38,-0.004085224506642203,32.33996937144736

40,-0.00408504503720317,32.358403378227344
39,-0.004087304414265564,32.353448186365725

41,-0.004090216202905998,32.36471325715337
41,-0.004098588924134369,32.34809262667802
42,-0.004096275122454931,32.36173587257343
42,-0.0041037864386844316,32.35229467787656443,-0.004100446741596377,32.3755870814683

43,-0.0041116425270463315,32.36064890263846
44,-0.004101306840463099,32.365013677376055
44,-0.004110626726268934,32.362612041356556
45,-0.004105578140013632,32.38689143200962
45,-0.004117991860441452,32.3649469718393

44,-0.004106372689620539,32.37006682283236

46,-0.004114080574281398,32.36721471057948

45,-0.004109398483001912,32.378209083902114

47,-0.004116505409369708,32.37897332697651
46,-0.004113930332353589,32.38278219514553

48,-0.004124200312662639,32.384940473925205
47,-0.004111847397225498,32.38717289681863
49,-0.004130125547125795,32.3884770223358

48,-0.004115971735062665,32.38329466034725

50,-0.004127963406339366,32.38275298821516
49,-0.004125642027892657,32.398858301696734
51,-0.004129814992857114,32.38506290107337
50,-0.00412778402379978,32.403859033091365
52,-0.004133700612112793,32.39607653925095653,-0.004131366054297927,32.41172622111932
51,-0.004128837105028312,32.407313820117814
54,-0.0041333423230885315,32.41040772228908
52,-0.00413118327225267,32.4099851623156
54,-0.004143138906125456,32.39194525738253

55,-0.004130911578636049,32.42107385047355
55,-0.0041274534294457625,32.386015316958555,56,-0.004139645603577972,32.424181130537924
56,-0.004135843318822743,32.3852729621012057,-0.004142348259206828,32.431395151545566
57,-0.004137899884921804,32.40444024027307
58,-0.00414524531170588,32.43661696385249

58,-0.004139442819187337,32.40306124980654
59,-0.0041498917642559955,32.433397917346575
59,-0.004143113337069152,32.40307416298664

60,-0.004146642116084372,32.44126351945354
60,-0.0041417400367456825,32.41523133327216
61,-0.004151662669557086,32.44551205118417
61,-0.004156171164266298,32.42418695770568
62,-0.004155016905845839,32.44419069091766
62,-0.004158944425804659,32.42331875462437
63,-0.004150748581394642,32.4421268442193
63,-0.004157998307216003,32.421670347168


64,-0.004160611431692382,32.42720546008741

65,-0.004166120037346878,32.42547892835298

66,-0.004167367680162693,32.44245572380853


67,-0.004169617853922852,32.4320909381085

68,-0.004170406898171489,32.44200195256288

69,-0.004174986035521073,32.447350742706014
70,-0.004176897364441166,32.44307395151949

71,-0.004177678723226747,32.44586568800434

72,-0.004178687337132338,32.45489798526273

73,-0.004180855469103301,32.45730399603239
72,-0.0041753957485667105,32.46452341628054
73,-0.004179811320505494,32.464819709333646
76,-0.0041878523634829015,32.4567369420002874,-0.00417759756210382,32.47347448809717
77,-0.004186974295822118,32.4642723150178975,-0.004183412328752916,32.47561742128991
78,-0.004189679907545785,32.45843206461851

76,-0.004184726653699983,32.46915887704787
79,-0.004189125405121579,32.46870694426366

77,-0.004182119509694967,32.471944340113716
80,-0.004189034375908083,32.4614851044217

78,-0.004187194126126957,32.47284757729315
81,-0.004191345793108422,32.46818534792658

79,-0.004184904961441249,32.48380563714469
83,-0.004191209886242452,32.48702048635386

80,-0.0041869974140012175,32.47897630590678
84,-0.004190882758885392,32.49306983170706
81,-0.004189163310031093,32.481782678716

84,-0.004198169945818592,32.47969343813125

82,-0.0041896805394377925,32.48211550416371
86,-0.004192461487313754,32.48880424102722
83,-0.004195200699809116,32.484028228477605
87,-0.0041927049109444225,32.48933920203107
84,-0.004193529241548286,32.486304359882425
87,-0.004190624737560456,32.46347018164453

85,-0.0041930586854356505,32.489516383614436
88,-0.004193099939379528,32.46562988184257

88,-0.004201797759660908,32.48267115033868
90,-0.004197535680668045,32.49671126169746

89,-0.004201200539406311,32.481632046808365
90,-0.0041945706131983505,32.468551097044326
90,-0.004201986402936756,32.48327253953944
91,-0.004193718572720623,32.470029367459574
91,-0.0042026909395844626,32.47994307485215
92,-0.004195504101279588,32.471607585616006
92,-0.004206240137463678,32.48773105142434
93,-0.004196905793251598,32.4740497966062

93,-0.004206391739476299,32.48846718053258
94,-0.004202750908342459,32.46784109877768

94,-0.0042116372703852566,32.49154667246724
95,-0.004200321712708211,32.477099590858124
95,-0.004209771536984092,32.49064085739123
96,-0.004203898017765614,32.47953173384712
96,-0.0042120260938938,32.49524408487597
97,-0.004201894496353351,32.48484931767796
97,-0.004208406778504522,32.49475574851622
98,-0.004201142336286301,32.47924710325822
98,-0.004213208349677795,32.493588684680525
99,-0.004203240245162776,32.48063342042894
99,-0.004214198351393695,32.490367726003875
97,-0.004207408233700178,32.51374805211263
5
100,-0.00421719360514443,32.49620301004987
98,-0.004208251825977538,32.50953212358882

101,-0.004215452528973878,32.497843250653816
99,-0.004210463502963403,32.50984254292552

102,-0.004217719140167116,32.500062165319555
100,-0.004212759284620658,32.509090184958744
103,-0.004217598076103316,32.49977827513022
101,-0.004214306467254984,32.51417751306745

104,-0.004216665259369495,32.49847777170172
105,-0.004209609178141916,32.49046466309912
102,-0.0042137965274790645,32.51945699608006
105,-0.004218941576795303,32.49681970419411
106,-0.004212517761442368,32.48916049693851

106,-0.0042232259876172525,32.50953958696521
107,-0.0042126339291672045,32.4924925330469851107,-0.004221210739640178,32.510105288328376
108,-0.004215466139912907,32.4872498406181761108,-0.004224234970210605,32.50201093540892
109,-0.0042143973035305175,32.49055609390316
109,-0.004225302688521541,32.50559883398736

110,-0.004214929465817465,32.49532155472569
110,-0.004224271207700202,32.50839739719315

111,-0.00421840565998809,32.497834128473784
111,-0.004227073081507762,32.50689001697848

112,-0.004218710937591878,32.50103767687652

112,-0.004225437395478879,32.50532803167604

113,-0.0042196265627662075,32.50134163280334
113,-0.004225908004501455,32.51523254855249

114,-0.004219503903365136,32.49851012264363
114,-0.004226779709884946,32.51011794345705
115,-0.004221969573894164,32.506971717879665
115,-0.004228166687007368,32.509176331012796

116,-0.0042202313115704045,32.507165023337485
118,-0.004222771847444083,32.52599600635144
117,-0.004221214712695648,32.50677717975439
119,-0.004222936869610496,32.52317505094985
118,-0.004219691524634876,32.50390581394406
120,-0.0042270137401008686,32.52950031362631
119,-0.004220629820759722,32.50169867485529
121,-0.00422918760141439,32.530083585357225
120,-0.004224145477941721,32.50985045241538
122,-0.004229479260174614,32.53227240210563
121,-0.004225836248734169,32.50809758882652
123,-0.004228928158887439,32.52860721705519
122,-0.004226284435647762,32.511123980031954
124,-0.004234004125784252,32.53838530677965
123,-0.0042267290756781255,32.51528232575014
125,-0.004231440377347947,32.53809475602528124,-0.004230511748403896,32.5154763158089
121,-0.004232892416339832,32.54067551624703

125,-0.004228726309183011,32.514738459836465
122,-0.004233574717190161,32.538633305225304
126,-0.004231884079765743,32.51657803724763
123,-0.004232664769154814,32.534351937311364
127,-0.004226985735034614,32.51284195211918
124,-0.004237990628418557,32.543023202158196
128,-0.004228984148333608,32.51415589695478
125,-0.004236282082409101,32.54207419811801
129,-0.004228850793522912,32.51610933043164
126,-0.004239964603615413,32.54222887136178
130,-0.004231224086492709,32.51557538730497
127,-0.004233831984556864,32.541368677381215
131,-0.004233546845458299,32.518336242349534
131,-0.00424157220889631,32.52520694487428

132,-0.004230535347548811,32.52227756805552

132,-0.004237292351659169,32.5349656378937

133,-0.004232434529147297,32.52860933092763

133,-0.00424161158058506,32.531148510012315
134,-0.004236521703957741,32.52382600297131
134,-0.004244216170651169,32.52927327397172

131,-0.004242064780084757,32.544367407347146
135,-0.004243430797841074,32.530216633257446
132,-0.004237197432640108,32.55103972853005

136,-0.00424518593241469,32.535007297424386

133,-0.004239591569065234,32.55138897255162
137,-0.004245852927997013,32.5319177591191
134,-0.004244348396357699,32.5518788698952
138,-0.004248425438561512,32.5354413134760351135,-0.004241454076810076,32.55290484917505
139,-0.004247393299578195,32.53062088811236
136,-0.004242133957661346,32.55138297330365
140,-0.004248610302056214,32.53740676404837
137,-0.004244356037723533,32.55345047543208
141,-0.004248673033298334,32.5421330275063

138,-0.004246577503149148,32.55121832491861514142,-0.004247703850012336,32.539081044432681139,-0.004247536374715083,32.55549414052471143,-0.004245405899619372,32.54086117701735514140,-0.004247431534392788,32.5588013619503114144,-0.004247990482563744,32.5378728735415145,-0.00424100030741012,32.532082419214966
147,-0.0042462324839243025,32.5527296157215251146,-0.004242267479980943,32.5318298634681
148,-0.004248143298612255,32.55651054448456
147,-0.004244471515466429,32.52977849940488

149,-0.004248082059141161,32.5560937704842961148,-0.004245436176987582,32.528338814222614
150,-0.004249047658611245,32.5578271104779

149,-0.004243111258468999,32.528974074705665
151,-0.0042441055314936665,32.5571287147436
150,-0.004244335285254464,32.52804786461139
152,-0.004247523283726371,32.56132400232187

151,-0.004243882241995498,32.53068589723306
147,-0.00425040565346489,32.55867278441567

152,-0.004245222662743724,32.52850386614884
148,-0.0042515310356382695,32.563420710691791153,-0.00424657446023898,32.530248882935176
149,-0.004251332136545932,32.55948670273467
154,-0.004247872313275735,32.53368094917392
150,-0.004251729004585304,32.561433134241554
155,-0.004248423954392295,32.539620613576496
151,-0.004250888633793363,32.56333747457059515156,-0.0042441228055967,32.54423503109707
152,-0.0042508703268869606,32.56536789499793415157,-0.004248906950395295,32.541845402253294
153,-0.0042540979610255,32.56118624143537

158,-0.004254497244018481,32.53757373021194
160,-0.0042502219390206965,32.56929667290151
159,-0.004249016554798523,32.544883837006886
161,-0.00425056794436169,32.566959633230645
160,-0.004249507728431291,32.539494427391915
162,-0.004249983493263444,32.56748808315468
161,-0.004248340835736145,32.540647771654015
163,-0.004251235761612167,32.5664892079547
162,-0.0042474356069445085,32.541482358611205
164,-0.004255866299942243,32.56577872816657
163,-0.004250502765370542,32.53945488572913
165,-0.004254188388855135,32.56604997686691
164,-0.0042529513733353865,32.5449278004009

166,-0.0042544161004873515,32.56472847014623
165,-0.004252524837283474,32.54209307527584

167,-0.004254889358000545,32.570103764224
166,-0.004252619629930861,32.54699733855924

168,-0.004255771208839743,32.570968998818344
167,-0.00425270951382748,32.54523943270331

169,-0.004255917757162671,32.570682813445465
167,-0.004260373239778682,32.553926908498
168,-0.004253683160014754,32.54486496756443
170,-0.004258120381806129,32.5745442955868
169,-0.0042552898100912855,32.541509624162664171,-0.004258322191079694,32.57421865080244
172,-0.0042579891066621516,32.569229364050706
173,-0.004258175392031597,32.575783273795544
174,-0.004257322589489283,32.570965315971165
175,-0.004258740468337385,32.57272633938595

176,-0.004258745928084797,32.5694242409632


170,-0.004263413347064646,32.57608965441382
171,-0.004264288462936067,32.57146589730524
177,-0.004257568981727476,32.54737253142244
172,-0.004265490194724222,32.575387663319084
173,-0.004261784121867488,32.58613230830085
174,-0.0042623663661200675,32.575280440539096
