epoch,loss,mean_squared_error
0,-0.001821651981597346,0.20915879191169784
1,-0.0021663181372254398,0.17068565929536056
2,-0.0021866030271262883,0.14714032399205135
3,-0.0022026265019116243,0.13101514516427026
4,-0.002219277975123804,0.11248923245351578
0,-0.0019430795053027574,0.22241674994688793
0,-0.0019450136556727878,0.22323710584588666
1,-0.0020597201508431467,0.21135278750642483
2,-0.002119334002200547,0.190005655264113
3,-0.002189360498945872,0.12821663703756192
4,-0.00220530977036884,0.10189810341342131
5,-0.0022117100476983986,0.09328060411334053
6,-0.0022165827394046733,0.09147960287962432
7,-0.0022209057166420404,0.08744887250310772
8,-0.0022271081012089407,0.08497737711723778
9,-0.002231347307735618,0.08091255878134511
10,-0.002237838824519033,0.07545456176459012
11,-0.0022454499625997873,0.0739894919907376
12,-0.0022548771815111626,0.07358048679541498
13,-0.002264260884102187,0.07267598837755433
14,-0.0022738972321787888,0.06960599428679196
15,-0.002285170699764887,0.06852853820189325
16,-0.002294897954294448,0.06773698970622453
17,-0.00230552861758464,0.06701663385751234
18,-0.0023140256827686606,0.06743252861325426
19,-0.0023228804309226424,0.0667420972611361
20,-0.0023309514572933984,0.06703294360845012
21,-0.0023391884893359583,0.06707942408446597
22,-0.002346642138946952,0.0666210634413248
23,-0.002354131279814395,0.0665210411080197
24,-0.0023597721870100606,0.06661886797543178
25,-0.0023666499017830213,0.06680907727187134
26,-0.00237314394837922,0.06630831099393764
27,-0.0023800183229881274,0.06517963133097512
28,-0.0023847365132310277,0.06536975405380839
29,-0.002390842257219243,0.06454261510951637
30,-0.002397889668469968,0.06425666337836981
31,-0.002403689669804727,0.06354473711890121
32,-0.0024088752071404706,0.0633841933060861
33,-0.0024153084999105237,0.06300909325651287
34,-0.00242146017068661,0.06216968556907529
35,-0.0024279035523652615,0.062292145397025676
36,-0.0024341347223654094,0.061762918918315625
37,-0.002440927859359172,0.061768714168205584
38,-0.0024471087663499856,0.06153523135576375
39,-0.0024536644208733036,0.0611422637271102
40,-0.0024597119208141062,0.06072189700899584
41,-0.0024672880103510466,0.060580462614453066
42,-0.0024736727592051186,0.06013247006044964
43,-0.0024800935923910347,0.060069559978208044
44,-0.002485790663498328,0.060151453840864524
45,-0.002493348056633339,0.059743949941459235
46,-0.0025010004822233005,0.05919040963574036
47,-0.0025059299520244493,0.059303898628889955
48,-0.0025122539757075108,0.05896898717746494
49,-0.002518314239332772,0.058877716362986866
50,-0.0025252032331842035,0.05883428796739003
51,-0.0025303456228199916,0.05840901393943553
52,-0.002538071243074746,0.0583558744208617
53,-0.0025440729907662903,0.05814105029503714
54,-0.0025503548881484987,0.058108611041938915
55,-0.002556882920348667,0.05801982917200829
56,-0.0025629480593966775,0.05790541065339672
57,-0.002569434379844373,0.05813575730352145
58,-0.002575908065923879,0.057843344701123435
59,-0.0025828557970039847,0.05792335413140119
60,-0.002587965263638168,0.05759066904874514
61,-0.002594788568568072,0.05768525964961031
62,-0.0026005661832778615,0.057660579286728755
63,-0.002605561449503314,0.05771281005782028
64,-0.0026127478719385464,0.05755637811283566
65,-0.002617692307850484,0.05773465211667284
66,-0.002622561950699459,0.0577311734038743
67,-0.0026274037212445115,0.057830576824547356
68,-0.0026320204186800703,0.05813610521686974
69,-0.0026366726929386436,0.057777938867788696
70,-0.0026410556861170844,0.05805026977569049
71,-0.002646115178686327,0.05809036148732902
72,-0.0026510842847368462,0.05797950749671228
73,-0.0026553598823955303,0.05824449251405036
74,-0.0026607621729725895,0.05789014187099387
75,-0.0026646250450122395,0.05830666636180495
76,-0.0026689915534190856,0.05812380332605282
77,-0.002673319974856024,0.058308744523023835
78,-0.0026770665869988094,0.0582124039080126
79,-0.002681322549876586,0.058473876296653154
80,-0.0026846665378263824,0.058466973137378
81,-0.002689412077524368,0.05869457966001675
82,-0.0026929484203711616,0.058492848636612686
83,-0.0026963649808257007,0.05879686278408735
84,-0.002699575520798344,0.05885491938396379
85,-0.002702583272490169,0.059065374970487146
86,-0.0027073877314720456,0.058916763494193496
87,-0.0027109509317278235,0.05921151968413056
88,-0.002714872083035545,0.0588654868097578
89,-0.0027180563281479836,0.05912880400201363
0,-0.002521287392219142,0.0798423187138378
1,-0.002543227223466872,0.08102995019500821
2,-0.0025678198780724085,0.08009961321174368
3,-0.0025874028925887385,0.07975716627167216
4,-0.0026070364083140493,0.07933265707688866
5,-0.0026241943081488665,0.07942062226196635
6,-0.0026399815294131713,0.07882060565811354
7,-0.002651199344093993,0.07844643958579538
8,-0.0026657868692491118,0.07822263039455125
9,-0.0026793721615067955,0.07789455736707614
10,-0.0026883773749839285,0.0780536773787498
11,-0.002699787717014119,0.07789814052004983
12,-0.0027094674129777823,0.0776902745698874
13,-0.0027204163307536357,0.07752124618825776
14,-0.0027284589434715817,0.07780614958373842
15,-0.0027358565369498444,0.07788688680143566
16,-0.0027451031804337583,0.07782763990037667
17,-0.0027539344882576114,0.07747896746466605
18,-0.0027604602682991435,0.07756785465246574
19,-0.0027679382267608477,0.07753758053622363
20,-0.00277426936925081,0.07764736963231066
21,-0.00278012604936923,0.07741154820151065
22,-0.0027860888419077657,0.07731031134110035
23,-0.002791979830844127,0.07736181450296192
24,-0.002797348295568061,0.07719960518447382
25,-0.002801745847334634,0.07724954832395808
